image,colour_hex,colour_name,colour_family,colour_role,colour_share,chromatic,slot,n_match,n_near,best_delta_e,match_ids,near_ids
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,top,22,15,3.1,B033-P001;B042-P025;B062-P013;B058-P007;B062-P006;B010-P003;B062-P012;B038-P002,B042-P028;B057-P006;B011-P007;B010-P005;B042-P009;B059-P003;B007-P001;B058-P002
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,bottom,9,4,3.5,B042-P039;B021-P010;B021-P011;B048-P003;B062-P021;B011-P002;B042-P038;B015-P004,B042-P041;B042-P040;B048-P002;B051-P001
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,dress,1,0,1.8,B042-P032,
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,shoes,0,1,14.5,,B062-P017
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,accessory,2,1,7.6,B020-P006;B045-P004,B025-P008
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,base,1,1,5.6,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0821.png,ECEAD9,off-white,white,secondary,0.075,False,multiple,39,29,2.6,B023-P005;B036-P002;B036-P009;B044-P014;B023-P016;B023-P002;B027-P009;B042-P036,B053-P002;B043-P007;B062-P020;B024-P003;B022-P020;B022-P006;B023-P009;B044-P020
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,layer,80,11,0.5,B042-P042;B042-P013;B042-P037;B056-P003;B039-P006;B041-P001;B061-P003;B040-P004,B058-P001;B061-P001;B041-P004;B021-P027;B055-P014;B015-P003;B030-P010;B013-P001
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,top,58,16,1.5,B055-P006;B062-P004;B039-P007;B042-P024;B054-P004;B008-P002;B042-P028;B028-P008,B041-P008;B045-P002;B061-P005;B021-P023;B062-P010;B026-P010;B052-P002;B025-P001
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,bottom,22,6,0.6,B042-P023;B042-P038;B042-P033;B042-P040;B019-P001;B044-P019;B052-P006;B015-P001,B049-P001;B018-P002;B048-P004;B016-P001;B021-P011;B021-P010
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,dress,10,0,0.8,B042-P030;B042-P021;B042-P010;B041-P002;B042-P011;B042-P014;B042-P031;B041-P006,
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,shoes,3,6,6.4,B039-P003;B001-P004;B009-P004,B037-P004;B029-P002;B053-P001;B001-P002;B009-P002;B055-P001
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,bag,6,0,0.6,B043-P005;B056-P004;B043-P006;B053-P005;B054-P003;B053-P004,
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,accessory,6,3,3.4,B031-P001;B055-P003;B031-P009;B032-P001;B021-P001;B019-P002,B021-P009;B025-P008;B020-P006
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,base,4,0,3.0,B062-P008;B062-P007;B005-P001;B003-P001,
content/swipe/fashion shows ss27/IMG_0822.png,0E0E0E,black,black,dominant,0.592,False,multiple,78,17,0.6,B022-P016;B044-P001;B034-P001;B039-P004;B042-P012;B022-P017;B023-P006;B036-P001,B044-P013;B023-P010;B049-P003;B023-P001;B050-P001;B024-P006;B033-P002;B036-P003
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,layer,85,10,2.3,B043-P001;B056-P002;B012-P002;B055-P011;B019-P004;B060-P005;B053-P006;B054-P001,B060-P003;B021-P002;B021-P027;B041-P005;B054-P002;B013-P001;B015-P003;B054-P007
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,top,62,17,1.3,B028-P007;B062-P015;B060-P001;B028-P009;B045-P003;B057-P003;B039-P002;B062-P002,B025-P002;B026-P010;B021-P023;B052-P002;B011-P003;B059-P005;B059-P006;B021-P012
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,bottom,22,7,2.9,B041-P003;B020-P001;B044-P018;B015-P001;B042-P022;B021-P015;B020-P004;B015-P002,B048-P004;B015-P005;B048-P003;B018-P002;B021-P011;B016-P001;B021-P010
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,dress,10,0,3.5,B042-P031;B042-P014;B041-P002;B033-P004;B042-P011;B042-P021;B042-P030;B041-P006,
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,shoes,6,4,3.9,B037-P004;B053-P001;B039-P003;B029-P002;B001-P004;B009-P004,B001-P002;B009-P002;B062-P017;B055-P001
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,bag,6,0,2.0,B056-P004;B053-P004;B043-P005;B053-P005;B043-P006;B054-P003,
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,accessory,6,5,4.3,B021-P001;B019-P002;B055-P003;B031-P001;B031-P009;B032-P001,B037-P009;B021-P009;B020-P006;B001-P003;B009-P003
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,base,3,2,1.8,B005-P001;B062-P007;B062-P008,B003-P001;B002-P001
content/swipe/fashion shows ss27/IMG_0822.png,292C2D,black,black,secondary,0.362,False,multiple,82,21,1.8,B022-P017;B044-P002;B036-P007;B044-P005;B036-P008;B046-P005;B020-P002;B046-P010,B024-P002;B024-P006;B022-P005;B023-P016;B032-P003;B026-P007;B022-P007;B033-P002
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,layer,82,9,1.9,B055-P010;B028-P003;B028-P005;B028-P004;B035-P004;B042-P035;B056-P002;B040-P005,B041-P004;B021-P002;B027-P007;B030-P010;B021-P027;B055-P009;B015-P003;B013-P001
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,top,59,17,1.9,B028-P008;B057-P003;B039-P007;B028-P009;B039-P002;B055-P006;B042-P024;B042-P028,B057-P001;B054-P005;B021-P005;B062-P010;B021-P012;B031-P006;B026-P010;B021-P023
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,bottom,22,5,2.2,B015-P001;B042-P022;B041-P003;B044-P018;B044-P008;B021-P015;B044-P019;B019-P001,B048-P004;B015-P005;B018-P002;B016-P001;B021-P011
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,dress,10,0,2.2,B041-P002;B042-P014;B042-P031;B042-P011;B042-P021;B042-P030;B042-P010;B033-P004,
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,shoes,6,2,6.6,B039-P003;B037-P004;B053-P001;B001-P004;B009-P004;B029-P002,B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,bag,6,0,4.1,B053-P004;B056-P004;B043-P006;B043-P005;B053-P005;B054-P003,
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,accessory,6,3,2.9,B055-P003;B031-P001;B021-P001;B019-P002;B031-P009;B032-P001,B021-P009;B037-P009;B020-P006
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,base,4,0,4.8,B005-P001;B062-P008;B062-P007;B003-P001,
content/swipe/fashion shows ss27/IMG_0823.png,191D1E,black,black,dominant,0.565,True,multiple,80,19,2.6,B044-P007;B057-P004;B049-P002;B028-P006;B030-P006;B044-P006;B024-P004;B018-P003,B024-P002;B044-P011;B022-P005;B023-P011;B024-P006;B046-P009;B026-P007;B042-P007
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,layer,3,27,6.9,B060-P004;B042-P034;B042-P017,B056-P002;B037-P002;B061-P001;B008-P003;B008-P001;B058-P001;B062-P014;B019-P005
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,top,9,23,4.4,B007-P003;B055-P004;B025-P001;B062-P003;B011-P003;B055-P005;B059-P006;B055-P013,B062-P001;B037-P003;B018-P001;B061-P005;B058-P007;B057-P001;B010-P004;B034-P002
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,bottom,3,8,3.5,B048-P004;B052-P005;B049-P001,B015-P001;B015-P002;B056-P001;B048-P003;B011-P001;B011-P002;B044-P018;B021-P003
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,dress,0,1,14.6,,B033-P004
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,shoes,2,2,6.4,B001-P002;B009-P002,B037-P004;B053-P001
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,bag,0,2,15.3,,B053-P005;B056-P004
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,accessory,2,2,8.0,B001-P003;B009-P003,B021-P001;B019-P002
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,base,0,1,17.9,,B005-P001
content/swipe/fashion shows ss27/IMG_0823.png,0D3C6E,navy,blue,secondary,0.201,True,multiple,3,43,4.1,B053-P002;B026-P006;B042-P006,B033-P003;B036-P004;B042-P007;B018-P003;B021-P008;B022-P012;B026-P001;B046-P004
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,layer,10,9,3.7,B011-P006;B019-P004;B043-P002;B042-P020;B061-P003;B043-P004;B058-P005;B012-P002,B060-P006;B001-P001;B009-P001;B041-P004;B027-P008;B021-P016;B054-P006;B021-P017
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,top,26,15,4.2,B025-P001;B062-P003;B062-P012;B010-P001;B010-P003;B057-P006;B062-P013;B062-P015,B010-P005;B042-P027;B052-P002;B012-P003;B059-P003;B062-P001;B058-P002;B042-P009
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,bottom,10,2,3.6,B011-P002;B015-P004;B042-P039;B021-P011;B021-P010;B048-P003;B042-P038;B062-P021,B042-P041;B042-P040
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,dress,1,0,7.2,B042-P032,
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,shoes,1,0,7.8,B062-P017,
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,accessory,3,0,3.6,B045-P004;B020-P006;B025-P008,
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,base,1,1,5.6,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0823.png,D2D7D3,pale grey,cool neutral,secondary,0.175,False,multiple,51,21,4.2,B028-P006;B028-P010;B045-P001;B042-P005;B027-P009;B042-P036;B026-P002;B027-P010,B062-P020;B022-P016;B026-P001;B046-P007;B022-P006;B052-P007;B024-P006;B024-P002
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,layer,81,10,1.1,B055-P010;B040-P005;B028-P004;B041-P001;B042-P020;B039-P006;B056-P003;B035-P004,B060-P004;B041-P004;B061-P001;B021-P027;B030-P010;B027-P007;B055-P009;B015-P003
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,top,55,18,1.7,B055-P006;B028-P008;B062-P004;B039-P007;B042-P024;B054-P004;B042-P028;B039-P002,B021-P005;B025-P002;B061-P005;B057-P001;B058-P007;B021-P012;B021-P004;B062-P010
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,bottom,21,6,1.6,B044-P019;B015-P001;B019-P001;B042-P022;B042-P040;B042-P038;B044-P008;B021-P015,B049-P001;B048-P004;B015-P005;B018-P002;B016-P001;B021-P011
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,dress,9,1,1.8,B041-P002;B042-P014;B042-P030;B042-P021;B042-P031;B042-P011;B042-P010;B033-P004,B041-P007
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,shoes,6,2,6.2,B039-P003;B001-P004;B009-P004;B037-P004;B053-P001;B029-P002,B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,bag,6,0,2.7,B056-P004;B043-P005;B043-P006;B053-P005;B053-P004;B054-P003,
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,accessory,6,2,1.1,B055-P003;B031-P001;B031-P009;B032-P001;B021-P001;B019-P002,B021-P009;B020-P006
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,base,4,0,5.9,B062-P008;B005-P001;B062-P007;B003-P001,
content/swipe/fashion shows ss27/IMG_0824.png,141716,black,black,dominant,0.933,False,multiple,78,19,0.9,B024-P004;B044-P005;B030-P006;B042-P012;B044-P001;B023-P006;B057-P004;B044-P007,B050-P001;B049-P003;B022-P005;B024-P002;B023-P011;B044-P011;B024-P006;B023-P001
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,layer,8,10,4.8,B011-P006;B042-P020;B019-P004;B043-P002;B061-P003;B043-P004;B058-P005;B012-P002,B060-P006;B046-P003;B048-P001;B001-P001;B009-P001;B041-P004;B059-P002;B027-P008
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,top,21,18,4.4,B058-P007;B057-P006;B010-P001;B062-P003;B025-P001;B062-P012;B011-P008;B010-P003,B062-P006;B042-P024;B028-P013;B021-P004;B028-P014;B039-P001;B052-P002;B042-P026
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,bottom,10,2,5.3,B011-P002;B015-P004;B042-P039;B021-P010;B062-P021;B021-P011;B048-P003;B048-P002,B042-P041;B042-P040
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,dress,1,0,10.1,B042-P032,
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,shoes,1,0,7.6,B062-P017,
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,accessory,3,0,4.2,B045-P004;B020-P006;B025-P008,
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,base,1,1,8.3,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0825.png,CEDADC,pale grey,cool neutral,dominant,0.754,False,multiple,40,33,4.9,B042-P005;B028-P006;B027-P009;B027-P010;B042-P036;B028-P011;B028-P010;B044-P007,B023-P009;B022-P002;B022-P013;B023-P002;B024-P003;B022-P015;B024-P001;B036-P008
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,layer,0,10,12.9,,B059-P002;B058-P005;B060-P006;B011-P006;B043-P002;B059-P001;B042-P020;B062-P014
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,top,4,20,8.7,B042-P027;B042-P026;B062-P003;B058-P007,B062-P002;B062-P001;B012-P003;B057-P006;B025-P001;B055-P004;B011-P004;B062-P012
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,bottom,2,6,8.0,B048-P003;B048-P002,B011-P002;B015-P004;B042-P038;B042-P039;B021-P011;B052-P005
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,shoes,1,0,8.6,B062-P017,
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,accessory,0,4,14.2,,B045-P004;B037-P008;B020-P006;B025-P008
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,base,0,1,18.1,,B004-P001
content/swipe/fashion shows ss27/IMG_0825.png,92B6BF,steel blue,blue,accent,0.152,True,multiple,5,58,6.8,B024-P005;B026-P004;B033-P003;B022-P009;B023-P016,B044-P007;B006-P001;B025-P005;B021-P008;B023-P005;B021-P007;B025-P006;B044-P015
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,layer,14,5,3.0,B043-P004;B061-P003;B019-P004;B046-P003;B043-P002;B048-P001;B042-P020;B011-P006,B054-P006;B021-P017;B041-P004;B060-P006;B060-P002
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,top,28,14,0.6,B042-P025;B033-P001;B062-P006;B058-P007;B062-P013;B010-P003;B042-P024;B061-P005,B052-P002;B058-P002;B042-P029;B025-P003;B007-P001;B030-P001;B030-P003;B021-P025
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,bottom,9,6,1.7,B042-P039;B021-P011;B021-P010;B048-P003;B042-P038;B011-P002;B007-P002;B015-P004,B042-P041;B042-P040;B048-P002;B051-P001;B051-P002;B050-P007
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,dress,1,1,2.9,B042-P032,B042-P010
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,shoes,0,2,12.8,,B062-P017;B053-P001
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,accessory,3,0,7.0,B020-P006;B045-P004;B025-P008,
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,base,1,1,4.2,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0826.png,E3DECF,cream,warm neutral,dominant,0.585,False,multiple,48,24,2.0,B036-P002;B023-P005;B044-P014;B023-P016;B023-P002;B023-P003;B022-P002;B036-P009,B024-P001;B042-P002;B022-P019;B057-P004;B022-P021;B022-P013;B024-P006;B023-P010
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,layer,10,9,1.4,B011-P006;B042-P020;B043-P002;B019-P004;B012-P002;B043-P004;B061-P003;B058-P005,B060-P006;B041-P004;B001-P001;B009-P001;B021-P016;B054-P006;B021-P017;B027-P008
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,top,28,14,1.8,B010-P001;B011-P008;B057-P006;B011-P007;B026-P010;B010-P003;B007-P001;B025-P001,B057-P003;B038-P002;B042-P028;B058-P002;B042-P009;B059-P003;B039-P001;B025-P003
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,bottom,10,2,1.3,B015-P004;B011-P002;B007-P002;B048-P003;B062-P021;B021-P011;B021-P010;B042-P039,B042-P041;B042-P040
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,dress,1,0,8.9,B042-P032,
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,shoes,1,0,9.7,B062-P017,
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,accessory,3,0,2.5,B045-P004;B020-P006;B025-P008,
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,base,2,0,5.1,B004-P001;B062-P007,
content/swipe/fashion shows ss27/IMG_0826.png,DADADD,pale grey,cool neutral,secondary,0.379,False,multiple,50,23,1.7,B028-P006;B028-P010;B042-P005;B022-P003;B042-P036;B044-P006;B027-P010;B023-P011,B036-P008;B022-P006;B026-P001;B022-P016;B043-P007;B024-P002;B022-P009;B024-P006
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,layer,13,9,4.3,B058-P005;B060-P006;B043-P002;B011-P006;B019-P004;B043-P004;B061-P003;B001-P001,B059-P002;B027-P008;B012-P002;B021-P016;B054-P006;B021-P017;B021-P018;B060-P002
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,top,29,17,2.2,B062-P002;B062-P012;B062-P003;B062-P015;B025-P001;B042-P028;B042-P024;B042-P025,B030-P001;B007-P001;B026-P010;B028-P014;B042-P027;B030-P003;B010-P005;B057-P002
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,bottom,11,2,4.5,B042-P038;B011-P002;B042-P039;B015-P004;B021-P011;B021-P010;B048-P002;B007-P002,B062-P021;B051-P001
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,dress,1,1,8.5,B042-P032,B042-P010
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,shoes,1,1,5.7,B062-P017,B053-P001
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,accessory,3,2,7.4,B045-P004;B025-P008;B020-P006,B037-P008;B037-P009
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,base,1,1,6.1,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0827.png,BEC1B8,light grey,grey,dominant,0.511,False,multiple,60,20,2.9,B025-P006;B025-P007;B021-P007;B036-P006;B033-P005;B044-P015;B026-P002;B036-P008,B022-P018;B022-P019;B062-P019;B006-P001;B026-P007;B020-P005;B052-P007;B046-P007
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,layer,13,7,5.9,B046-P003;B048-P001;B001-P001;B009-P001;B043-P004;B061-P003;B019-P004;B027-P008,B021-P017;B054-P006;B012-P002;B041-P004;B060-P002;B060-P006;B021-P014
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,top,23,19,2.6,B039-P001;B038-P002;B033-P001;B042-P025;B062-P006;B042-P024;B058-P007;B062-P012,B025-P003;B028-P014;B026-P010;B030-P001;B010-P001;B030-P003;B011-P008;B057-P002
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,bottom,10,8,5.6,B042-P039;B021-P011;B042-P038;B021-P010;B048-P003;B011-P002;B042-P041;B042-P040,B062-P021;B051-P001;B051-P002;B050-P007;B050-P002;B048-P002;B050-P008;B051-P003
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,dress,1,1,4.0,B042-P032,B042-P010
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,shoes,0,2,14.0,,B062-P017;B053-P001
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,accessory,2,1,10.8,B020-P006;B045-P004,B025-P008
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,base,1,1,8.2,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0827.png,DDD7BE,sage,green,secondary,0.458,True,multiple,44,28,4.9,B036-P002;B044-P014;B023-P002;B023-P003;B023-P005;B046-P007;B022-P002;B025-P006,B022-P019;B023-P009;B049-P003;B046-P009;B053-P002;B022-P020;B024-P001;B044-P004
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,layer,10,8,2.4,B042-P020;B011-P006;B012-P002;B019-P004;B043-P002;B061-P003;B043-P004;B058-P005,B060-P006;B001-P001;B009-P001;B041-P004;B021-P016;B054-P006;B027-P008;B021-P017
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,top,26,13,2.3,B010-P001;B062-P012;B026-P010;B011-P008;B010-P003;B057-P006;B057-P002;B062-P013,B042-P027;B038-P002;B052-P002;B039-P001;B042-P028;B057-P003;B042-P009;B059-P003
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,bottom,9,3,3.9,B011-P002;B062-P021;B015-P004;B048-P003;B021-P010;B042-P039;B021-P011;B007-P002,B048-P002;B042-P041;B042-P040
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,dress,1,0,7.9,B042-P032,
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,shoes,1,0,11.1,B062-P017,
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,accessory,3,0,2.4,B020-P006;B045-P004;B025-P008,
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,base,1,1,5.5,B004-P001,B062-P007
content/swipe/fashion shows ss27/IMG_0828.png,E2E7E9,white,white,dominant,0.366,False,multiple,40,29,1.6,B027-P010;B042-P005;B028-P011;B027-P009;B028-P006;B042-P036;B022-P003;B046-P009,B024-P005;B023-P009;B024-P003;B022-P021;B046-P010;B044-P020;B022-P015;B052-P007
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,layer,1,10,11.5,B059-P002,B059-P001;B060-P006;B043-P002;B062-P014;B058-P005;B021-P018;B061-P002;B037-P007
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,top,2,17,9.8,B042-P026;B055-P004,B042-P027;B011-P004;B011-P003;B062-P003;B062-P012;B062-P002;B058-P007;B062-P015
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,bottom,2,1,6.3,B048-P003;B048-P002,B052-P005
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,shoes,1,2,11.8,B062-P017,B001-P002;B009-P002
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,accessory,0,5,14.5,,B037-P008;B037-P009;B045-P004;B001-P003;B009-P003
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,base,0,1,18.2,,B005-P001
content/swipe/fashion shows ss27/IMG_0828.png,7CA3AC,steel blue,blue,secondary,0.231,True,multiple,3,46,7.5,B033-P003;B024-P005;B046-P001,B022-P008;B026-P006;B006-P001;B022-P009;B044-P007;B044-P015;B021-P007;B021-P008
content/swipe/fashion shows ss27/IMG_0828.png,A4BFC1,sky,blue,secondary,0.209,True,layer,2,15,10.4,B058-P005;B060-P006,B011-P006;B059-P002;B043-P002;B019-P004;B042-P020;B061-P003;B043-P004;B012-P002
content/swipe/fashion shows ss27/IMG_0828.png,A4BFC1,sky,blue,secondary,0.209,True,top,7,29,6.7,B062-P003;B042-P027;B058-P007;B062-P002;B042-P026;B025-P001;B057-P006,B062-P012;B062-P001;B012-P003;B062-P015;B010-P001;B007-P001;B011-P007;B010-P003
content/swipe/fashion shows ss27/IMG_0828.png,A4BFC1,sky,blue,secondary,0.209,True,bottom,2,10,8.3,B048-P002;B048-P003,B011-P002;B015-P004;B042-P038;B042-P039;B021-P011;B021-P010;B007-P002;B062-P021
