product_id,colour,hex,old_family,old_name,new_family,new_name,L,C,h
B019-P007-C0,2,D4A275,yellow,gold,brown,camel,70.3,33.1,67.2
B021-P001-V2,1,AF864A,yellow,ochre,brown,camel,58.7,38.9,77.1
B021-P001-V2,2,90672C,yellow,ochre,brown,tobacco,46.7,40.1,75.2
B021-P009,3,7D5735,yellow,ochre,brown,tobacco,40.3,28.4,65.8
B021-P021,1,BD8B5D,yellow,ochre,brown,camel,61.7,34.7,67.0
B021-P026-C0,1,BBA165,yellow,mustard,brown,camel,67.3,34.7,87.6
B021-P026-C1,1,A98C54,yellow,mustard,brown,camel,59.7,34.0,83.9
B022-P007-C3,3,D8AE7A,yellow,gold,brown,camel,73.7,33.6,75.2
B022-P014-C4,3,8C613E,yellow,ochre,brown,tobacco,44.9,29.9,63.6
B022-P014-C6,2,7D5535,yellow,ochre,brown,tobacco,39.8,28.3,63.0
B022-P014-C7,2,785132,yellow,ochre,brown,tobacco,38.0,27.7,62.8
B022-P017-C6,1,8E6443,yellow,ochre,brown,tobacco,46.0,28.5,63.0
B023-P001,3,8A6545,yellow,ochre,brown,tobacco,45.8,26.2,65.7
B026-P003-C1,3,D5C1A9,yellow,butter,brown,tan,79.1,15.0,77.5
B027-P008,2,DDC9A1,yellow,butter,brown,tan,81.7,22.6,87.6
B030-P001,3,D6C2AB,yellow,butter,brown,tan,79.5,14.5,76.6
B039-P001,1,D9D2B2,yellow,butter,brown,tan,84.0,17.0,99.6
B039-P004-I1-C0,1,DCD3B2,yellow,butter,brown,tan,84.5,17.6,97.3
B042-P001,2,84481D,yellow,ochre,brown,chocolate,37.2,42.0,58.3
B042-P002-C1,3,C69E6A,yellow,gold,brown,camel,67.7,33.7,76.0
B042-P005,1,B98251,yellow,ochre,brown,camel,58.9,38.2,65.6
B042-P005-C0,3,8B5C29,yellow,ochre,brown,tobacco,43.2,39.0,68.6
B044-P020-C0,3,A98258,yellow,ochre,brown,camel,57.2,30.0,71.4
B045-P001,3,BC8C64,yellow,ochre,brown,camel,62.0,31.4,65.0
B045-P001-C4,3,C08F66,yellow,gold,brown,camel,63.2,32.0,65.1
B045-P001-I3-C0,1,A28350,yellow,ochre,brown,camel,56.6,32.3,80.7
B045-P001-I3-C0,2,74572C,yellow,ochre,brown,tobacco,39.1,30.0,77.1
B046-P006,1,7D5534,yellow,ochre,brown,tobacco,39.8,28.7,63.7
B046-P007-C0,2,D8BFA1,yellow,butter,brown,tan,78.7,18.9,76.9
B046-P011,1,C3946A,yellow,gold,brown,camel,64.8,31.5,66.9
B046-P011,2,AB7C53,yellow,ochre,brown,camel,55.8,32.4,65.7
B046-P011-C0,1,C6976E,yellow,gold,brown,camel,66.0,31.0,66.4
B046-P011-C0,2,93663F,yellow,ochre,brown,tobacco,47.1,32.1,64.9
B047-P001,1,C19269,yellow,gold,brown,camel,64.1,31.2,66.3
B047-P001-C0,1,C69770,yellow,gold,brown,camel,66.0,30.1,65.3
B047-P001-C0,2,986942,yellow,ochre,brown,tobacco,48.5,32.6,63.9
B047-P002,1,AE8643,yellow,ochre,brown,camel,58.5,42.0,79.5
B047-P002,2,825B29,yellow,ochre,brown,tobacco,41.8,36.0,72.8
B047-P003,1,AD8644,yellow,ochre,brown,camel,58.4,41.3,79.8
B047-P003,2,825A28,yellow,ochre,brown,tobacco,41.6,36.4,72.1
B049-P003-I2-C3,2,685119,yellow,ochre,brown,chocolate,35.8,35.2,84.8
B049-P003-I2-C3,3,CAAE78,yellow,gold,brown,camel,72.4,31.6,85.2
B050-P001-I2-C1,2,C9A66F,yellow,gold,brown,camel,70.1,33.7,80.5
B050-P002,2,96592C,yellow,ochre,brown,tobacco,44.0,41.7,59.6
B052-P001,2,8D6B45,yellow,ochre,brown,tobacco,47.8,27.8,72.0
B052-P003,2,805531,yellow,ochre,brown,tobacco,40.1,31.2,63.6
B053-P002-I1-C1,2,906C43,yellow,ochre,brown,tobacco,48.3,29.8,72.1
B054-P003,3,906A49,yellow,ochre,brown,tobacco,47.9,26.7,65.9
B055-P003-V2,1,AB824F,yellow,ochre,brown,camel,57.3,34.9,74.0
B059-P002-sw01,1,D3BEA5,yellow,butter,brown,tan,78.1,15.7,77.2
B060-P001,1,815B3C,yellow,ochre,brown,tobacco,42.0,26.7,63.9
B062-P007,1,78521D,yellow,ochre,brown,tobacco,38.1,37.6,73.7
B062-P017,1,7D5924,yellow,ochre,brown,tobacco,40.6,36.7,75.5
B062-P018-C1,1,CE9A69,yellow,gold,brown,camel,67.5,35.9,67.8
B065-P003,2,825B24,yellow,ochre,brown,tobacco,41.8,38.3,74.4
B065-P003,3,C5946A,yellow,gold,brown,camel,65.0,32.2,65.8
B068-P003,1,D6BFA1,yellow,butter,brown,tan,78.5,18.5,79.0
B070-P007,1,7C5C2D,yellow,ochre,brown,tobacco,41.4,32.5,76.6
B072-P005,1,E8E7B5,yellow,butter,brown,tan,90.6,25.7,107.2
B073-P006-sw06,1,BC9165,yellow,gold,brown,camel,63.2,31.4,70.3
B073-P009-sw01,1,D9D0AF,yellow,butter,brown,tan,83.4,17.7,97.3
B078-P004-C5,2,D7C2A4,yellow,butter,brown,tan,79.4,18.0,81.3
B078-P006-C2,1,DBC4A4,yellow,butter,brown,tan,80.3,19.3,80.5
B078-P006-C3,2,906C47,yellow,ochre,brown,tobacco,48.4,27.9,69.9
B078-P007-C3,2,8A5523,yellow,ochre,brown,tobacco,41.3,41.1,64.8
B078-P009-C4,3,BB895C,yellow,ochre,brown,camel,61.0,34.4,66.5
B078-P009-C5,3,8F6846,yellow,ochre,brown,tobacco,47.2,27.7,65.8
B078-P010-C5,3,BB895C,yellow,ochre,brown,camel,61.0,34.4,66.5
B078-P011-C4,2,9C5D2F,yellow,ochre,brown,tobacco,45.8,42.5,59.5
B078-P011-C4,3,CB9565,yellow,gold,brown,camel,65.9,36.3,66.2
B078-P012-C2,1,A06335,yellow,ochre,brown,tobacco,47.8,41.2,60.5
B078-P012-C2,2,BC8555,yellow,ochre,brown,camel,60.0,37.5,65.2
B078-P012-C3,1,BB8750,yellow,ochre,brown,camel,60.3,39.6,69.6
B078-P012-C3,2,9D6A39,yellow,ochre,brown,tobacco,49.2,38.4,66.6
B078-P012-C3,3,D3A56F,yellow,gold,brown,camel,70.8,35.9,73.4
B078-P012-C5,3,926F39,yellow,ochre,brown,tobacco,49.2,35.7,77.9
B078-P013-C1,3,926945,yellow,ochre,brown,tobacco,47.8,29.2,65.8
B078-P013-C2,3,946B46,yellow,ochre,brown,tobacco,48.6,29.5,66.4
B078-P013-C3,1,AD7F4F,yellow,ochre,brown,camel,56.7,35.0,69.7
B078-P013-C3,2,895E35,yellow,ochre,brown,tobacco,43.6,32.9,66.8
B078-P014,1,99734B,yellow,ochre,brown,tobacco,51.3,29.5,70.5
B079-P002-I1-C0,1,82561B,yellow,ochre,brown,tobacco,40.4,41.8,72.1
B079-P002-I1-C0,2,9C6E2C,yellow,ochre,brown,tobacco,50.0,44.2,74.6
B079-P002-I1-C1,1,B18352,yellow,ochre,brown,camel,58.2,35.3,70.3
B079-P002-I2-C3,1,BA9864,yellow,gold,brown,camel,64.8,32.6,79.7
B079-P002-I2-C3,2,A2804F,yellow,ochre,brown,camel,55.8,32.2,77.8
B079-P002-I2-C3,3,856337,yellow,ochre,brown,tobacco,44.5,31.2,74.4
B080-P001-I2-C0,2,8F6E45,yellow,ochre,brown,tobacco,48.8,28.8,74.4
B080-P001-I2-C1,3,77552E,yellow,ochre,brown,tobacco,38.9,29.6,71.3
B080-P002,2,91764E,yellow,ochre,brown,tobacco,51.3,26.4,79.2
B080-P002-C0,2,986C43,yellow,ochre,brown,tobacco,49.3,32.3,66.8
B080-P002-I1-C1,2,99734D,yellow,ochre,brown,tobacco,51.3,28.6,69.4
B080-P002-I2-C1,2,99734D,yellow,ochre,brown,tobacco,51.3,28.6,69.4
B080-P003,1,CCA076,yellow,gold,brown,camel,69.0,30.1,69.0
B080-P003-C0,2,BF8C5E,yellow,gold,brown,camel,62.2,35.0,66.5
B080-P003-C2,3,956F4D,yellow,ochre,brown,tobacco,49.9,26.9,66.7
B080-P007,1,6F5318,yellow,ochre,brown,chocolate,37.2,37.5,81.8
B080-P007-C11,1,6E5218,yellow,ochre,brown,chocolate,36.8,37.1,81.5
B080-P007-C11,3,A58B43,yellow,mustard,brown,camel,58.9,41.5,88.7
B080-P007-C8,1,CB9F5E,yellow,gold,brown,camel,68.2,40.8,77.9
B080-P007-C8,3,9C7139,yellow,ochre,brown,tobacco,50.9,38.7,73.8
B080-P008-C3,2,865021,yellow,ochre,brown,tobacco,39.4,40.6,62.9
B080-P009,3,6C5319,yellow,ochre,brown,chocolate,36.8,36.5,83.8
B080-P009-C4,1,6D5318,yellow,ochre,brown,chocolate,36.9,37.1,83.2
B080-P011-C7,3,9C724D,yellow,ochre,brown,tobacco,51.4,29.5,66.0
B080-P012-C10,2,975F2D,yellow,ochre,brown,tobacco,45.6,41.4,64.0
B080-P012-C5,3,8B5729,yellow,ochre,brown,tobacco,41.9,38.9,63.9
B080-P013,1,E4D3A4,yellow,butter,brown,tan,84.9,25.5,92.7
B080-P013-C1,1,E4D3A4,yellow,butter,brown,tan,84.9,25.5,92.7
B080-P014-I1-C0,1,E3D3A4,yellow,butter,brown,tan,84.8,25.4,93.6
B080-P014-I1-C0,2,97865A,yellow,ochre,brown,tan,56.5,26.0,90.3
B082-P001-I2-C0,1,CFC4A0,yellow,butter,brown,tan,79.2,19.6,95.6
B082-P001-I2-C1,1,9B6A40,yellow,ochre,brown,tobacco,49.1,34.6,64.4
B082-P001-I2-C1,2,825A38,yellow,ochre,brown,tobacco,41.8,28.9,64.5
B083-P003,1,946C48,yellow,ochre,brown,tobacco,48.9,28.7,66.5
B084-P005,2,87722C,yellow,ochre,brown,tobacco,48.7,40.6,90.3
B087-P004,1,CEC0A7,yellow,butter,brown,tan,78.2,14.4,86.6
B090-P003-I1-C0,3,7B5737,yellow,ochre,brown,tobacco,40.1,26.7,65.9
B090-P004-C0,1,7F4F22,yellow,ochre,brown,tobacco,38.2,37.6,64.9
B090-P004-C0,2,A36D35,yellow,ochre,brown,tobacco,50.7,42.3,67.9
B090-P005-C0,2,E7CFA7,yellow,butter,brown,tan,84.2,23.1,84.0
B090-P007,1,986132,yellow,ochre,brown,tobacco,46.3,39.6,63.4
B090-P007,3,C08C58,yellow,gold,brown,camel,62.2,37.9,68.7
B090-P008,1,8E7645,yellow,ochre,brown,tobacco,50.8,30.4,84.9
B090-P008-C1,1,876E38,yellow,ochre,brown,tobacco,47.7,33.6,84.9
B090-P008-I1-C1,1,A08057,yellow,ochre,brown,camel,55.7,27.7,75.9
B090-P008-I2-C0,1,BD935C,yellow,gold,brown,camel,63.7,36.2,75.5
B021-P014,2,AA7B56,yellow,ochre,orange,terracotta,55.5,30.6,63.3
B021-P022,3,D59F72,yellow,gold,orange,apricot,69.6,34.5,65.0
B022-P012-C1,2,AC774E,yellow,ochre,orange,terracotta,54.6,34.7,62.3
B022-P014-C6,3,9D6D47,yellow,ochre,orange,terracotta,50.2,32.3,62.9
B042-P006-C0,2,B98962,yellow,ochre,orange,terracotta,60.9,31.1,64.3
B046-P004-C0,2,A2612A,yellow,ochre,orange,rust,47.5,46.6,62.3
B047-P001,2,A3734B,yellow,ochre,orange,terracotta,52.5,32.8,64.3
B049-P003-I2-C2,3,C07B4D,yellow,ochre,orange,terracotta,58.0,42.3,58.2
B050-P001-I4-C2,2,985422,yellow,ochre,orange,rust,43.0,46.8,58.8
B050-P002,1,AE6F41,yellow,ochre,orange,terracotta,52.7,41.0,60.1
B050-P004,1,DBA67D,yellow,gold,orange,apricot,72.1,32.2,63.5
B050-P005,1,DEA880,yellow,gold,orange,apricot,73.0,32.0,62.4
B050-P007,1,E2AB7E,yellow,gold,orange,apricot,74.1,34.2,64.8
B050-P007,2,B87748,yellow,ochre,orange,terracotta,55.9,41.6,60.0
B050-P008,2,C38C61,yellow,gold,orange,terracotta,62.7,35.0,63.0
B051-P001,2,D1986A,yellow,gold,orange,apricot,67.3,36.2,63.9
B051-P002,1,DAA478,yellow,gold,orange,apricot,71.4,33.8,64.6
B051-P002,2,BB7F51,yellow,ochre,orange,terracotta,58.4,38.8,61.9
B051-P003,3,BC8356,yellow,ochre,orange,terracotta,59.5,37.0,62.8
B052-P004,3,BF8151,yellow,ochre,orange,terracotta,59.3,40.2,62.0
B052-P007-C7,3,BB8356,yellow,ochre,orange,terracotta,59.4,36.7,63.3
B062-P018-C1,3,B67642,yellow,ochre,orange,terracotta,55.4,43.4,62.5
B071-P004-C2,3,9D6E4A,yellow,ochre,orange,terracotta,50.5,31.0,62.3
B078-P011-C4,1,B2723D,yellow,ochre,orange,terracotta,53.9,44.1,62.7
B080-P003,2,AB7A53,yellow,ochre,orange,terracotta,55.3,32.3,63.4
B080-P004,1,CD9970,yellow,gold,orange,apricot,67.2,32.5,63.7
B080-P004,2,B68055,yellow,ochre,orange,terracotta,58.1,35.3,63.2
B080-P004-C2,1,CE9B72,yellow,gold,orange,apricot,67.9,32.0,64.3
B080-P004-C2,2,A06C43,yellow,ochre,orange,terracotta,50.2,35.1,62.5
B090-P007,2,AD733F,yellow,ochre,orange,terracotta,53.5,41.5,64.9
B038-P002,1,E4D6B9,yellow,butter,warm neutral,cream,86.1,16.1,89.4
B046-P001-C1,1,E9D5B9,yellow,butter,warm neutral,cream,86.2,16.6,81.2
B046-P007,1,F1DEC2,yellow,butter,warm neutral,cream,89.3,16.2,82.5
B046-P007-C0,1,F0DCC1,yellow,butter,warm neutral,cream,88.7,16.0,80.5
B058-P007-V2-sw08,1,F1EECC,yellow,butter,warm neutral,cream,93.5,17.5,105.1
B062-P011-V2,1,E5D6B9,yellow,butter,warm neutral,cream,86.1,16.2,88.1
B068-P002,1,F1DAB8,yellow,butter,warm neutral,cream,88.1,19.8,82.0
B068-P041,1,F2DAB7,yellow,butter,warm neutral,cream,88.2,20.5,81.6
B068-P070,1,F1DBBA,yellow,butter,warm neutral,cream,88.4,19.2,82.4
